player_y,player_vel,next_pipe_dist_to_player,next_pipe_top_y,next_pipe_bottom_y,next_next_pipe_dist_to_player,next_next_pipe_top_y,next_next_pipe_bottom_y
256,0,309.0,53,153,453.0,153,253
248.0,-8.0,305.0,53,153,449.0,153,253
240.0,-8.0,301.0,53,153,445.0,153,253
233.0,-7.0,297.0,53,153,441.0,153,253
227.0,-6.0,293.0,53,153,437.0,153,253
222.0,-5.0,289.0,53,153,433.0,153,253
218.0,-4.0,285.0,53,153,429.0,153,253
215.0,-3.0,281.0,53,153,425.0,153,253
213.0,-2.0,277.0,53,153,421.0,153,253
212.0,-1.0,273.0,53,153,417.0,153,253
212.0,0.0,269.0,53,153,413.0,153,253
213.0,1.0,265.0,53,153,409.0,153,253
215.0,2.0,261.0,53,153,405.0,153,253
218.0,3.0,257.0,53,153,401.0,153,253
222.0,4.0,253.0,53,153,397.0,153,253
227.0,5.0,249.0,53,153,393.0,153,253
233.0,6.0,245.0,53,153,389.0,153,253
240.0,7.0,241.0,53,153,385.0,153,253
248.0,8.0,237.0,53,153,381.0,153,253
257.0,9.0,233.0,53,153,377.0,153,253
267.0,10.0,229.0,53,153,373.0,153,253
277.0,10.0,225.0,53,153,369.0,153,253
287.0,10.0,221.0,53,153,365.0,153,253
297.0,10.0,217.0,53,153,361.0,153,253
307.0,10.0,213.0,53,153,357.0,153,253
317.0,10.0,209.0,53,153,353.0,153,253
327.0,10.0,205.0,53,153,349.0,153,253
337.0,10.0,201.0,53,153,345.0,153,253
347.0,10.0,197.0,53,153,341.0,153,253
357.0,10.0,193.0,53,153,337.0,153,253
367.0,10.0,189.0,53,153,333.0,153,253
377.0,10.0,185.0,53,153,329.0,153,253
387.0,10.0,181.0,53,153,325.0,153,253
397.0,10.0,177.0,53,153,321.0,153,253
256,0,309.0,53,153,453.0,153,253
248.0,-8.0,305.0,53,153,449.0,153,253
240.0,-8.0,301.0,53,153,445.0,153,253
233.0,-7.0,297.0,53,153,441.0,153,253
227.0,-6.0,293.0,53,153,437.0,153,253
222.0,-5.0,289.0,53,153,433.0,153,253
218.0,-4.0,285.0,53,153,429.0,153,253
215.0,-3.0,281.0,53,153,425.0,153,253
213.0,-2.0,277.0,53,153,421.0,153,253
212.0,-1.0,273.0,53,153,417.0,153,253
212.0,0.0,269.0,53,153,413.0,153,253
213.0,1.0,265.0,53,153,409.0,153,253
215.0,2.0,261.0,53,153,405.0,153,253
218.0,3.0,257.0,53,153,401.0,153,253
222.0,4.0,253.0,53,153,397.0,153,253
227.0,5.0,249.0,53,153,393.0,153,253
233.0,6.0,245.0,53,153,389.0,153,253
240.0,7.0,241.0,53,153,385.0,153,253
232.0,-8.0,237.0,53,153,381.0,153,253
224.0,-8.0,233.0,53,153,377.0,153,253
217.0,-7.0,229.0,53,153,373.0,153,253
211.0,-6.0,225.0,53,153,369.0,153,253
206.0,-5.0,221.0,53,153,365.0,153,253
202.0,-4.0,217.0,53,153,361.0,153,253
199.0,-3.0,213.0,53,153,357.0,153,253
191.0,-8.0,209.0,53,153,353.0,153,253
183.0,-8.0,205.0,53,153,349.0,153,253
176.0,-7.0,201.0,53,153,345.0,153,253
170.0,-6.0,197.0,53,153,341.0,153,253
165.0,-5.0,193.0,53,153,337.0,153,253
161.0,-4.0,189.0,53,153,333.0,153,253
153.0,-8.0,185.0,53,153,329.0,153,253
145.0,-8.0,181.0,53,153,325.0,153,253
138.0,-7.0,177.0,53,153,321.0,153,253
132.0,-6.0,173.0,53,153,317.0,153,253
127.0,-5.0,169.0,53,153,313.0,153,253
123.0,-4.0,165.0,53,153,309.0,153,253
120.0,-3.0,161.0,53,153,305.0,153,253
118.0,-2.0,157.0,53,153,301.0,153,253
117.0,-1.0,153.0,53,153,297.0,153,253
117.0,0.0,149.0,53,153,293.0,153,253
118.0,1.0,145.0,53,153,289.0,153,253
120.0,2.0,141.0,53,153,285.0,153,253
123.0,3.0,137.0,53,153,281.0,153,253
127.0,4.0,133.0,53,153,277.0,153,253
119.0,-8.0,129.0,53,153,273.0,153,253
111.0,-8.0,125.0,53,153,269.0,153,253
104.0,-7.0,121.0,53,153,265.0,153,253
98.0,-6.0,117.0,53,153,261.0,153,253
93.0,-5.0,113.0,53,153,257.0,153,253
89.0,-4.0,109.0,53,153,253.0,153,253
86.0,-3.0,105.0,53,153,249.0,153,253
84.0,-2.0,101.0,53,153,245.0,153,253
83.0,-1.0,97.0,53,153,241.0,153,253
83.0,0.0,93.0,53,153,237.0,153,253
84.0,1.0,89.0,53,153,233.0,153,253
86.0,2.0,85.0,53,153,229.0,153,253
89.0,3.0,81.0,53,153,225.0,153,253
93.0,4.0,77.0,53,153,221.0,153,253
98.0,5.0,73.0,53,153,217.0,153,253
90.0,-8.0,69.0,53,153,213.0,153,253
82.0,-8.0,65.0,53,153,209.0,153,253
75.0,-7.0,61.0,53,153,205.0,153,253
69.0,-6.0,57.0,53,153,201.0,153,253
64.0,-5.0,53.0,53,153,197.0,153,253
60.0,-4.0,49.0,53,153,193.0,153,253
57.0,-3.0,45.0,53,153,189.0,153,253
55.0,-2.0,41.0,53,153,185.0,153,253
54.0,-1.0,37.0,53,153,181.0,153,253
54.0,0.0,33.0,53,153,177.0,153,253
55.0,1.0,29.0,53,153,173.0,153,253
57.0,2.0,25.0,53,153,169.0,153,253
60.0,3.0,21.0,53,153,165.0,153,253
64.0,4.0,17.0,53,153,161.0,153,253
69.0,5.0,13.0,53,153,157.0,153,253
75.0,6.0,9.0,53,153,153.0,153,253
82.0,7.0,5.0,53,153,149.0,153,253
90.0,8.0,1.0,53,153,145.0,153,253
99.0,9.0,141.0,153,253,285.0,37,137
109.0,10.0,137.0,153,253,281.0,37,137
119.0,10.0,133.0,153,253,277.0,37,137
129.0,10.0,129.0,153,253,273.0,37,137
139.0,10.0,125.0,153,253,269.0,37,137
149.0,10.0,121.0,153,253,265.0,37,137
159.0,10.0,117.0,153,253,261.0,37,137
169.0,10.0,113.0,153,253,257.0,37,137
179.0,10.0,109.0,153,253,253.0,37,137
189.0,10.0,105.0,153,253,249.0,37,137
181.0,-8.0,101.0,153,253,245.0,37,137
173.0,-8.0,97.0,153,253,241.0,37,137
166.0,-7.0,93.0,153,253,237.0,37,137
160.0,-6.0,89.0,153,253,233.0,37,137
155.0,-5.0,85.0,153,253,229.0,37,137
151.0,-4.0,81.0,153,253,225.0,37,137
148.0,-3.0,77.0,153,253,221.0,37,137
146.0,-2.0,73.0,153,253,217.0,37,137
145.0,-1.0,69.0,153,253,213.0,37,137
145.0,0.0,65.0,153,253,209.0,37,137
146.0,1.0,61.0,153,253,205.0,37,137
256,1.0,309.0,85,185,453.0,80,180
249.0,-7.0,305.0,85,185,449.0,80,180
242.0,-7.0,301.0,85,185,445.0,80,180
236.0,-6.0,297.0,85,185,441.0,80,180
231.0,-5.0,293.0,85,185,437.0,80,180
227.0,-4.0,289.0,85,185,433.0,80,180
224.0,-3.0,285.0,85,185,429.0,80,180
222.0,-2.0,281.0,85,185,425.0,80,180
221.0,-1.0,277.0,85,185,421.0,80,180
221.0,0.0,273.0,85,185,417.0,80,180
222.0,1.0,269.0,85,185,413.0,80,180
224.0,2.0,265.0,85,185,409.0,80,180
227.0,3.0,261.0,85,185,405.0,80,180
231.0,4.0,257.0,85,185,401.0,80,180
236.0,5.0,253.0,85,185,397.0,80,180
242.0,6.0,249.0,85,185,393.0,80,180
249.0,7.0,245.0,85,185,389.0,80,180
257.0,8.0,241.0,85,185,385.0,80,180
266.0,9.0,237.0,85,185,381.0,80,180
276.0,10.0,233.0,85,185,377.0,80,180
286.0,10.0,229.0,85,185,373.0,80,180
296.0,10.0,225.0,85,185,369.0,80,180
306.0,10.0,221.0,85,185,365.0,80,180
316.0,10.0,217.0,85,185,361.0,80,180
326.0,10.0,213.0,85,185,357.0,80,180
336.0,10.0,209.0,85,185,353.0,80,180
346.0,10.0,205.0,85,185,349.0,80,180
338.0,-8.0,201.0,85,185,345.0,80,180
330.0,-8.0,197.0,85,185,341.0,80,180
323.0,-7.0,193.0,85,185,337.0,80,180
317.0,-6.0,189.0,85,185,333.0,80,180
312.0,-5.0,185.0,85,185,329.0,80,180
308.0,-4.0,181.0,85,185,325.0,80,180
300.0,-8.0,177.0,85,185,321.0,80,180
292.0,-8.0,173.0,85,185,317.0,80,180
285.0,-7.0,169.0,85,185,313.0,80,180
279.0,-6.0,165.0,85,185,309.0,80,180
274.0,-5.0,161.0,85,185,305.0,80,180
270.0,-4.0,157.0,85,185,301.0,80,180
262.0,-8.0,153.0,85,185,297.0,80,180
254.0,-8.0,149.0,85,185,293.0,80,180
247.0,-7.0,145.0,85,185,289.0,80,180
241.0,-6.0,141.0,85,185,285.0,80,180
236.0,-5.0,137.0,85,185,281.0,80,180
232.0,-4.0,133.0,85,185,277.0,80,180
224.0,-8.0,129.0,85,185,273.0,80,180
216.0,-8.0,125.0,85,185,269.0,80,180
209.0,-7.0,121.0,85,185,265.0,80,180
203.0,-6.0,117.0,85,185,261.0,80,180
198.0,-5.0,113.0,85,185,257.0,80,180
190.0,-8.0,109.0,85,185,253.0,80,180
182.0,-8.0,105.0,85,185,249.0,80,180
175.0,-7.0,101.0,85,185,245.0,80,180
169.0,-6.0,97.0,85,185,241.0,80,180
164.0,-5.0,93.0,85,185,237.0,80,180
160.0,-4.0,89.0,85,185,233.0,80,180
157.0,-3.0,85.0,85,185,229.0,80,180
155.0,-2.0,81.0,85,185,225.0,80,180
154.0,-1.0,77.0,85,185,221.0,80,180
154.0,0.0,73.0,85,185,217.0,80,180
155.0,1.0,69.0,85,185,213.0,80,180
147.0,-8.0,65.0,85,185,209.0,80,180
139.0,-8.0,61.0,85,185,205.0,80,180
132.0,-7.0,57.0,85,185,201.0,80,180
126.0,-6.0,53.0,85,185,197.0,80,180
121.0,-5.0,49.0,85,185,193.0,80,180
117.0,-4.0,45.0,85,185,189.0,80,180
114.0,-3.0,41.0,85,185,185.0,80,180
112.0,-2.0,37.0,85,185,181.0,80,180
111.0,-1.0,33.0,85,185,177.0,80,180
111.0,0.0,29.0,85,185,173.0,80,180
112.0,1.0,25.0,85,185,169.0,80,180
114.0,2.0,21.0,85,185,165.0,80,180
117.0,3.0,17.0,85,185,161.0,80,180
121.0,4.0,13.0,85,185,157.0,80,180
126.0,5.0,9.0,85,185,153.0,80,180
132.0,6.0,5.0,85,185,149.0,80,180
124.0,-8.0,1.0,85,185,145.0,80,180
116.0,-8.0,141.0,80,180,285.0,95,195
109.0,-7.0,137.0,80,180,281.0,95,195
103.0,-6.0,133.0,80,180,277.0,95,195
98.0,-5.0,129.0,80,180,273.0,95,195
94.0,-4.0,125.0,80,180,269.0,95,195
91.0,-3.0,121.0,80,180,265.0,95,195
89.0,-2.0,117.0,80,180,261.0,95,195
88.0,-1.0,113.0,80,180,257.0,95,195
88.0,0.0,109.0,80,180,253.0,95,195
89.0,1.0,105.0,80,180,249.0,95,195
91.0,2.0,101.0,80,180,245.0,95,195
94.0,3.0,97.0,80,180,241.0,95,195
98.0,4.0,93.0,80,180,237.0,95,195
103.0,5.0,89.0,80,180,233.0,95,195
109.0,6.0,85.0,80,180,229.0,95,195
116.0,7.0,81.0,80,180,225.0,95,195
124.0,8.0,77.0,80,180,221.0,95,195
133.0,9.0,73.0,80,180,217.0,95,195
143.0,10.0,69.0,80,180,213.0,95,195
135.0,-8.0,65.0,80,180,209.0,95,195
127.0,-8.0,61.0,80,180,205.0,95,195
120.0,-7.0,57.0,80,180,201.0,95,195
114.0,-6.0,53.0,80,180,197.0,95,195
109.0,-5.0,49.0,80,180,193.0,95,195
105.0,-4.0,45.0,80,180,189.0,95,195
102.0,-3.0,41.0,80,180,185.0,95,195
100.0,-2.0,37.0,80,180,181.0,95,195
99.0,-1.0,33.0,80,180,177.0,95,195
99.0,0.0,29.0,80,180,173.0,95,195
100.0,1.0,25.0,80,180,169.0,95,195
102.0,2.0,21.0,80,180,165.0,95,195
105.0,3.0,17.0,80,180,161.0,95,195
109.0,4.0,13.0,80,180,157.0,95,195
101.0,-8.0,9.0,80,180,153.0,95,195
93.0,-8.0,5.0,80,180,149.0,95,195
86.0,-7.0,1.0,80,180,145.0,95,195
80.0,-6.0,141.0,95,195,306.6,122,222
75.0,-5.0,137.0,95,195,302.6,122,222
71.0,-4.0,133.0,95,195,298.6,122,222
68.0,-3.0,129.0,95,195,294.6,122,222
66.0,-2.0,125.0,95,195,290.6,122,222
65.0,-1.0,121.0,95,195,286.6,122,222
65.0,0.0,117.0,95,195,282.6,122,222
66.0,1.0,113.0,95,195,278.6,122,222
68.0,2.0,109.0,95,195,274.6,122,222
71.0,3.0,105.0,95,195,270.6,122,222
75.0,4.0,101.0,95,195,266.6,122,222
80.0,5.0,97.0,95,195,262.6,122,222
86.0,6.0,93.0,95,195,258.6,122,222
93.0,7.0,89.0,95,195,254.60000000000002,122,222
101.0,8.0,85.0,95,195,250.60000000000002,122,222
110.0,9.0,81.0,95,195,246.60000000000002,122,222
120.0,10.0,77.0,95,195,242.60000000000002,122,222
130.0,10.0,73.0,95,195,238.60000000000002,122,222
140.0,10.0,69.0,95,195,234.60000000000002,122,222
150.0,10.0,65.0,95,195,230.60000000000002,122,222
160.0,10.0,61.0,95,195,226.60000000000002,122,222
152.0,-8.0,57.0,95,195,222.60000000000002,122,222
144.0,-8.0,53.0,95,195,218.60000000000002,122,222
137.0,-7.0,49.0,95,195,214.60000000000002,122,222
131.0,-6.0,45.0,95,195,210.60000000000002,122,222
126.0,-5.0,41.0,95,195,206.60000000000002,122,222
122.0,-4.0,37.0,95,195,202.60000000000002,122,222
119.0,-3.0,33.0,95,195,198.60000000000002,122,222
117.0,-2.0,29.0,95,195,194.60000000000002,122,222
116.0,-1.0,25.0,95,195,190.60000000000002,122,222
116.0,0.0,21.0,95,195,186.60000000000002,122,222
117.0,1.0,17.0,95,195,182.60000000000002,122,222
119.0,2.0,13.0,95,195,178.60000000000002,122,222
122.0,3.0,9.0,95,195,174.60000000000002,122,222
126.0,4.0,5.0,95,195,170.60000000000002,122,222
131.0,5.0,1.0,95,195,166.60000000000002,122,222
137.0,6.0,162.60000000000002,122,222,306.6,159,259
144.0,7.0,158.60000000000002,122,222,302.6,159,259
152.0,8.0,154.60000000000002,122,222,298.6,159,259
144.0,-8.0,150.60000000000002,122,222,294.6,159,259
136.0,-8.0,146.60000000000002,122,222,290.6,159,259
129.0,-7.0,142.60000000000002,122,222,286.6,159,259
123.0,-6.0,138.60000000000002,122,222,282.6,159,259
118.0,-5.0,134.60000000000002,122,222,278.6,159,259
114.0,-4.0,130.60000000000002,122,222,274.6,159,259
111.0,-3.0,126.60000000000002,122,222,270.6,159,259
109.0,-2.0,122.60000000000002,122,222,266.6,159,259
108.0,-1.0,118.60000000000002,122,222,262.6,159,259
108.0,0.0,114.60000000000002,122,222,258.6,159,259
109.0,1.0,110.60000000000002,122,222,254.60000000000002,159,259
111.0,2.0,106.60000000000002,122,222,250.60000000000002,159,259
114.0,3.0,102.60000000000002,122,222,246.60000000000002,159,259
118.0,4.0,98.60000000000002,122,222,242.60000000000002,159,259
123.0,5.0,94.60000000000002,122,222,238.60000000000002,159,259
129.0,6.0,90.60000000000002,122,222,234.60000000000002,159,259
136.0,7.0,86.60000000000002,122,222,230.60000000000002,159,259
144.0,8.0,82.60000000000002,122,222,226.60000000000002,159,259
153.0,9.0,78.60000000000002,122,222,222.60000000000002,159,259
163.0,10.0,74.60000000000002,122,222,218.60000000000002,159,259
173.0,10.0,70.60000000000002,122,222,214.60000000000002,159,259
183.0,10.0,66.60000000000002,122,222,210.60000000000002,159,259
193.0,10.0,62.60000000000002,122,222,206.60000000000002,159,259
203.0,10.0,58.60000000000002,122,222,202.60000000000002,159,259
195.0,-8.0,54.60000000000002,122,222,198.60000000000002,159,259
256,0,309.0,53,153,453.0,153,253
248.0,-8.0,305.0,53,153,449.0,153,253
240.0,-8.0,301.0,53,153,445.0,153,253
233.0,-7.0,297.0,53,153,441.0,153,253
227.0,-6.0,293.0,53,153,437.0,153,253
222.0,-5.0,289.0,53,153,433.0,153,253
218.0,-4.0,285.0,53,153,429.0,153,253
215.0,-3.0,281.0,53,153,425.0,153,253
213.0,-2.0,277.0,53,153,421.0,153,253
212.0,-1.0,273.0,53,153,417.0,153,253
212.0,0.0,269.0,53,153,413.0,153,253
213.0,1.0,265.0,53,153,409.0,153,253
215.0,2.0,261.0,53,153,405.0,153,253
218.0,3.0,257.0,53,153,401.0,153,253
222.0,4.0,253.0,53,153,397.0,153,253
227.0,5.0,249.0,53,153,393.0,153,253
233.0,6.0,245.0,53,153,389.0,153,253
240.0,7.0,241.0,53,153,385.0,153,253
248.0,8.0,237.0,53,153,381.0,153,253
257.0,9.0,233.0,53,153,377.0,153,253
267.0,10.0,229.0,53,153,373.0,153,253
277.0,10.0,225.0,53,153,369.0,153,253
287.0,10.0,221.0,53,153,365.0,153,253
297.0,10.0,217.0,53,153,361.0,153,253
307.0,10.0,213.0,53,153,357.0,153,253
317.0,10.0,209.0,53,153,353.0,153,253
309.0,-8.0,205.0,53,153,349.0,153,253
301.0,-8.0,201.0,53,153,345.0,153,253
294.0,-7.0,197.0,53,153,341.0,153,253
288.0,-6.0,193.0,53,153,337.0,153,253
283.0,-5.0,189.0,53,153,333.0,153,253
279.0,-4.0,185.0,53,153,329.0,153,253
276.0,-3.0,181.0,53,153,325.0,153,253
268.0,-8.0,177.0,53,153,321.0,153,253
260.0,-8.0,173.0,53,153,317.0,153,253
253.0,-7.0,169.0,53,153,313.0,153,253
247.0,-6.0,165.0,53,153,309.0,153,253
239.0,-8.0,161.0,53,153,305.0,153,253
231.0,-8.0,157.0,53,153,301.0,153,253
224.0,-7.0,153.0,53,153,297.0,153,253
218.0,-6.0,149.0,53,153,293.0,153,253
213.0,-5.0,145.0,53,153,289.0,153,253
205.0,-8.0,141.0,53,153,285.0,153,253
197.0,-8.0,137.0,53,153,281.0,153,253
190.0,-7.0,133.0,53,153,277.0,153,253
184.0,-6.0,129.0,53,153,273.0,153,253
179.0,-5.0,125.0,53,153,269.0,153,253
175.0,-4.0,121.0,53,153,265.0,153,253
167.0,-8.0,117.0,53,153,261.0,153,253
159.0,-8.0,113.0,53,153,257.0,153,253
152.0,-7.0,109.0,53,153,253.0,153,253
146.0,-6.0,105.0,53,153,249.0,153,253
141.0,-5.0,101.0,53,153,245.0,153,253
133.0,-8.0,97.0,53,153,241.0,153,253
125.0,-8.0,93.0,53,153,237.0,153,253
118.0,-7.0,89.0,53,153,233.0,153,253
112.0,-6.0,85.0,53,153,229.0,153,253
107.0,-5.0,81.0,53,153,225.0,153,253
103.0,-4.0,77.0,53,153,221.0,153,253
100.0,-3.0,73.0,53,153,217.0,153,253
98.0,-2.0,69.0,53,153,213.0,153,253
97.0,-1.0,65.0,53,153,209.0,153,253
97.0,0.0,61.0,53,153,205.0,153,253
98.0,1.0,57.0,53,153,201.0,153,253
100.0,2.0,53.0,53,153,197.0,153,253
103.0,3.0,49.0,53,153,193.0,153,253
107.0,4.0,45.0,53,153,189.0,153,253
99.0,-8.0,41.0,53,153,185.0,153,253
91.0,-8.0,37.0,53,153,181.0,153,253
84.0,-7.0,33.0,53,153,177.0,153,253
78.0,-6.0,29.0,53,153,173.0,153,253
73.0,-5.0,25.0,53,153,169.0,153,253
69.0,-4.0,21.0,53,153,165.0,153,253
66.0,-3.0,17.0,53,153,161.0,153,253
64.0,-2.0,13.0,53,153,157.0,153,253
63.0,-1.0,9.0,53,153,153.0,153,253
63.0,0.0,5.0,53,153,149.0,153,253
64.0,1.0,1.0,53,153,145.0,153,253
66.0,2.0,141.0,153,253,285.0,37,137
69.0,3.0,137.0,153,253,281.0,37,137
73.0,4.0,133.0,153,253,277.0,37,137
78.0,5.0,129.0,153,253,273.0,37,137
84.0,6.0,125.0,153,253,269.0,37,137
91.0,7.0,121.0,153,253,265.0,37,137
99.0,8.0,117.0,153,253,261.0,37,137
108.0,9.0,113.0,153,253,257.0,37,137
118.0,10.0,109.0,153,253,253.0,37,137
128.0,10.0,105.0,153,253,249.0,37,137
138.0,10.0,101.0,153,253,245.0,37,137
148.0,10.0,97.0,153,253,241.0,37,137
158.0,10.0,93.0,153,253,237.0,37,137
168.0,10.0,89.0,153,253,233.0,37,137
178.0,10.0,85.0,153,253,229.0,37,137
188.0,10.0,81.0,153,253,225.0,37,137
180.0,-8.0,77.0,153,253,221.0,37,137
172.0,-8.0,73.0,153,253,217.0,37,137
165.0,-7.0,69.0,153,253,213.0,37,137
159.0,-6.0,65.0,153,253,209.0,37,137
154.0,-5.0,61.0,153,253,205.0,37,137
150.0,-4.0,57.0,153,253,201.0,37,137
147.0,-3.0,53.0,153,253,197.0,37,137
256,-3.0,309.0,95,195,453.0,122,222
245.0,-11.0,305.0,95,195,449.0,122,222
234.0,-11.0,301.0,95,195,445.0,122,222
224.0,-10.0,297.0,95,195,441.0,122,222
215.0,-9.0,293.0,95,195,437.0,122,222
207.0,-8.0,289.0,95,195,433.0,122,222
200.0,-7.0,285.0,95,195,429.0,122,222
194.0,-6.0,281.0,95,195,425.0,122,222
189.0,-5.0,277.0,95,195,421.0,122,222
185.0,-4.0,273.0,95,195,417.0,122,222
182.0,-3.0,269.0,95,195,413.0,122,222
180.0,-2.0,265.0,95,195,409.0,122,222
179.0,-1.0,261.0,95,195,405.0,122,222
179.0,0.0,257.0,95,195,401.0,122,222
180.0,1.0,253.0,95,195,397.0,122,222
182.0,2.0,249.0,95,195,393.0,122,222
185.0,3.0,245.0,95,195,389.0,122,222
177.0,-8.0,241.0,95,195,385.0,122,222
169.0,-8.0,237.0,95,195,381.0,122,222
162.0,-7.0,233.0,95,195,377.0,122,222
156.0,-6.0,229.0,95,195,373.0,122,222
151.0,-5.0,225.0,95,195,369.0,122,222
147.0,-4.0,221.0,95,195,365.0,122,222
139.0,-8.0,217.0,95,195,361.0,122,222
131.0,-8.0,213.0,95,195,357.0,122,222
124.0,-7.0,209.0,95,195,353.0,122,222
118.0,-6.0,205.0,95,195,349.0,122,222
113.0,-5.0,201.0,95,195,345.0,122,222
109.0,-4.0,197.0,95,195,341.0,122,222
106.0,-3.0,193.0,95,195,337.0,122,222
104.0,-2.0,189.0,95,195,333.0,122,222
103.0,-1.0,185.0,95,195,329.0,122,222
103.0,0.0,181.0,95,195,325.0,122,222
104.0,1.0,177.0,95,195,321.0,122,222
106.0,2.0,173.0,95,195,317.0,122,222
109.0,3.0,169.0,95,195,313.0,122,222
113.0,4.0,165.0,95,195,309.0,122,222
118.0,5.0,161.0,95,195,305.0,122,222
124.0,6.0,157.0,95,195,301.0,122,222
131.0,7.0,153.0,95,195,297.0,122,222
139.0,8.0,149.0,95,195,293.0,122,222
148.0,9.0,145.0,95,195,289.0,122,222
158.0,10.0,141.0,95,195,285.0,122,222
168.0,10.0,137.0,95,195,281.0,122,222
178.0,10.0,133.0,95,195,277.0,122,222
170.0,-8.0,129.0,95,195,273.0,122,222
162.0,-8.0,125.0,95,195,269.0,122,222
155.0,-7.0,121.0,95,195,265.0,122,222
149.0,-6.0,117.0,95,195,261.0,122,222
144.0,-5.0,113.0,95,195,257.0,122,222
140.0,-4.0,109.0,95,195,253.0,122,222
137.0,-3.0,105.0,95,195,249.0,122,222
135.0,-2.0,101.0,95,195,245.0,122,222
134.0,-1.0,97.0,95,195,241.0,122,222
134.0,0.0,93.0,95,195,237.0,122,222
135.0,1.0,89.0,95,195,233.0,122,222
137.0,2.0,85.0,95,195,229.0,122,222
140.0,3.0,81.0,95,195,225.0,122,222
144.0,4.0,77.0,95,195,221.0,122,222
149.0,5.0,73.0,95,195,217.0,122,222
155.0,6.0,69.0,95,195,213.0,122,222
162.0,7.0,65.0,95,195,209.0,122,222
154.0,-8.0,61.0,95,195,205.0,122,222
146.0,-8.0,57.0,95,195,201.0,122,222
139.0,-7.0,53.0,95,195,197.0,122,222
133.0,-6.0,49.0,95,195,193.0,122,222
128.0,-5.0,45.0,95,195,189.0,122,222
124.0,-4.0,41.0,95,195,185.0,122,222
121.0,-3.0,37.0,95,195,181.0,122,222
119.0,-2.0,33.0,95,195,177.0,122,222
118.0,-1.0,29.0,95,195,173.0,122,222
118.0,0.0,25.0,95,195,169.0,122,222
119.0,1.0,21.0,95,195,165.0,122,222
121.0,2.0,17.0,95,195,161.0,122,222
124.0,3.0,13.0,95,195,157.0,122,222
128.0,4.0,9.0,95,195,153.0,122,222
133.0,5.0,5.0,95,195,149.0,122,222
139.0,6.0,1.0,95,195,145.0,122,222
146.0,7.0,141.0,122,222,285.0,159,259
154.0,8.0,137.0,122,222,281.0,159,259
163.0,9.0,133.0,122,222,277.0,159,259
173.0,10.0,129.0,122,222,273.0,159,259
183.0,10.0,125.0,122,222,269.0,159,259
193.0,10.0,121.0,122,222,265.0,159,259
203.0,10.0,117.0,122,222,261.0,159,259
213.0,10.0,113.0,122,222,257.0,159,259
223.0,10.0,109.0,122,222,253.0,159,259
215.0,-8.0,105.0,122,222,249.0,159,259
207.0,-8.0,101.0,122,222,245.0,159,259
200.0,-7.0,97.0,122,222,241.0,159,259
194.0,-6.0,93.0,122,222,237.0,159,259
189.0,-5.0,89.0,122,222,233.0,159,259
185.0,-4.0,85.0,122,222,229.0,159,259
182.0,-3.0,81.0,122,222,225.0,159,259
174.0,-8.0,77.0,122,222,221.0,159,259
166.0,-8.0,73.0,122,222,217.0,159,259
159.0,-7.0,69.0,122,222,213.0,159,259
153.0,-6.0,65.0,122,222,209.0,159,259
148.0,-5.0,61.0,122,222,205.0,159,259
144.0,-4.0,57.0,122,222,201.0,159,259
141.0,-3.0,53.0,122,222,197.0,159,259
139.0,-2.0,49.0,122,222,193.0,159,259
138.0,-1.0,45.0,122,222,189.0,159,259
138.0,0.0,41.0,122,222,185.0,159,259
139.0,1.0,37.0,122,222,181.0,159,259
141.0,2.0,33.0,122,222,177.0,159,259
144.0,3.0,29.0,122,222,173.0,159,259
148.0,4.0,25.0,122,222,169.0,159,259
153.0,5.0,21.0,122,222,165.0,159,259
159.0,6.0,17.0,122,222,161.0,159,259
166.0,7.0,13.0,122,222,157.0,159,259
174.0,8.0,9.0,122,222,153.0,159,259
183.0,9.0,5.0,122,222,149.0,159,259
175.0,-8.0,1.0,122,222,145.0,159,259
167.0,-8.0,141.0,159,259,306.6,71,171
160.0,-7.0,137.0,159,259,302.6,71,171
154.0,-6.0,133.0,159,259,298.6,71,171
149.0,-5.0,129.0,159,259,294.6,71,171
145.0,-4.0,125.0,159,259,290.6,71,171
142.0,-3.0,121.0,159,259,286.6,71,171
140.0,-2.0,117.0,159,259,282.6,71,171
139.0,-1.0,113.0,159,259,278.6,71,171
139.0,0.0,109.0,159,259,274.6,71,171
140.0,1.0,105.0,159,259,270.6,71,171
142.0,2.0,101.0,159,259,266.6,71,171
145.0,3.0,97.0,159,259,262.6,71,171
149.0,4.0,93.0,159,259,258.6,71,171
154.0,5.0,89.0,159,259,254.60000000000002,71,171
160.0,6.0,85.0,159,259,250.60000000000002,71,171
167.0,7.0,81.0,159,259,246.60000000000002,71,171
175.0,8.0,77.0,159,259,242.60000000000002,71,171
184.0,9.0,73.0,159,259,238.60000000000002,71,171
194.0,10.0,69.0,159,259,234.60000000000002,71,171
204.0,10.0,65.0,159,259,230.60000000000002,71,171
214.0,10.0,61.0,159,259,226.60000000000002,71,171
224.0,10.0,57.0,159,259,222.60000000000002,71,171
234.0,10.0,53.0,159,259,218.60000000000002,71,171
226.0,-8.0,49.0,159,259,214.60000000000002,71,171
218.0,-8.0,45.0,159,259,210.60000000000002,71,171
211.0,-7.0,41.0,159,259,206.60000000000002,71,171
205.0,-6.0,37.0,159,259,202.60000000000002,71,171
200.0,-5.0,33.0,159,259,198.60000000000002,71,171
